Propertyname_name,Propertyname_address,Propertyname_price,Propertyname_Name,Propertyname_location,Propertyname_description,Propertyname_imageurl,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Lot type,Property type,price_per_sqft
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 2767sf
- 4+1 bedroom
- 5 bathroom
- 3 carpark
- Fully furnished
- Rent RM14000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzI5MDc1MzMwXzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MTAxNmF0NS4zMS40N3BtXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,5.0,5.0,2767.0,RM 5/sqft,3.0,non bumi lot,condominium,0.0018070112034694614
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 2767sf
- 4+1 bedroom
- 5 bathroom
- 3 carpark
- Fully furnished
- Rent RM14000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC9zdHlsZXNcLzI1ODMyXzE3Mjk0MzA2NzRfNUVkZ1BybzVfMjU4MzJfMTcyOTA3NTMzMF81ZWRncHJvNV93aGF0c2FwcGltYWdlMjAyNDEwMTZhdDUuMzEuNDhwbV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiVE9NIElQIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,5.0,5.0,2767.0,RM 5/sqft,3.0,non bumi lot,condominium,0.0018070112034694614
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 4+1 bedroom
- 4 bathroom
- 2 carpark
- Fully furnished
- Rent RM7000
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC9zdHlsZXNcLzI1ODMyXzE3Mjk0MzA3OTNfNUVkZ1BybzVfMjU4MzJfMTcxNjk3MDA5OF81ZWRncHJvNV93aGF0c2FwcGltYWdlMjAyNDA1MjlhdDEyLjM4LjA4cG0yXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1800.0,RM 3/sqft,2.0,non bumi lot,condominium,0.0022222222222222222
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Condominium For Rent at Mont Kiara
- 2767 sqft
- 4+1 bedrooms
- 5 bathrooms
- 3 car parks
- Fully furnished
- RM14,000
Please contact Tom for more information & viewing appointment.
+6012-6550399",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC9zdHlsZXNcLzI1ODMyXzE3Mjk0MzExODdfNUVkZ1BybzVfMjU4MzJfMTcxMDY0NTgzOF81ZWRncHJvNV93aGF0c2FwcGltYWdlMjAyNDAyMjJhdDYuMDkuNTNwbTJfMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlRPTSBJUCIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,5.0,5.0,2767.0,RM 5/sqft,3.0,non bumi lot,condominium,0.0018070112034694614
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 3+1 bedrooms
- 4 bathrooms
- 2 carpark
- Fully furnished
- Rent RM8500
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzMwNzkxMTQxXzVFZGdQcm81XzFhMDAyNjI0ZTVhYTRiZjI4ODQzMTM4ZWFkM2VjOWIyXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,4.0,1830.0,RM 4/sqft,2.0,non bumi lot,condominium,0.002185792349726776
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",4.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 1830sf
- 4+1 bedroom
- 4 bathroom
- 2 carpark
- Fully furnished
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzM3MzYxNTM1XzVFZGdQcm81Xzc0YTA0ZTY2N2M2YjRkZTg4ZmNmMWRhMjViOWE2ZWM4XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,4.0,5.0,1830.0,RM 4/sqft,2.0,non bumi lot,condominium,0.002185792349726776
Pavilion Hilltop,"Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, 50480, Kuala Lumpur, Mont Kiara, Kuala Lumpur",6.0,Pavilion Hilltop,"Pavilion Hilltop, Mont Kiara, Kuala Lumpur","Pavilion Hilltop Mont Kiara Condominium For Rent
- 2702sf
- 4+1 bedroom
- 6 bathroom
- 3 car park
- Fully furnished
Please contact Tom Ip +6012-655 0399 for viewing arrangement",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzM3NjE3NDY5XzVFZGdQcm81X2JiMmU3NzYzZDZmNDQ3MTZiMGI2ODljYmRmYzk0YWY4XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT00gSVAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,6.0,5.0,2702.0,RM 4/sqft,3.0,non bumi lot,condominium,0.0022205773501110288
Platinum Hill PV 9,"Taman Melati, Setapak, 53100 Kuala Lumpur, Setapak, Kuala Lumpur",2.0,Platinum Hill PV 9,"Platinum Hill Pv 9, Setapak, Kuala Lumpur","FOR RENT : FULLY FURNISHED PV9 RESIDENCES, SETAPAK
================================
DETAILS & FEATURES:
Type : Condominium
Built up : 1,000 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ4NjYxMDk1XzVFZGdQcm81X3Bob3RvXzIwMjUwNTMxXzExMTAwNF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1000.0,RM 2/sqft,1.0,,condominium,0.002
Platinum Lake PV 20,"Off Jalan Genting Klang, 53200, Kuala Lumpur, Setapak, Kuala Lumpur",2.0,Platinum Lake PV 20,"Platinum Lake Pv 20, Setapak, Kuala Lumpur","FOR RENT : CORNER UNIT PLATINUM LAKE PV20, SETAPAK KUALA LUMPUR
================================
DETAILS & FEATURES:
Type : Condominium
Built up : 1,373 sqft
4 Bedrooms | 2 Bathrooms | 2 Car...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ2ODA1OTg0XzVFZGdQcm81X3Bob3RvXzIwMjUwNTA5XzIzNDkzMV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,4.0,1373.0,RM 1/sqft,2.0,,condominium,0.0014566642388929353
Prima Regency,"Jalan Masai Baru, Plentong, Johor",1.0,Prima Regency,"Prima Regency, Plentong, Johor","🔥 FOR RENT 🔥
🏡 PRIMA REGENCY Service Apartment @ Johor Jaya
✅ Freehold Property
✅ Block x , Unit 0x-1xx
✅ Studio - 566 sf
👉facing golf courses
✅ Comes with sheltered ca...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYwMDVfMTczODg5NjExMF81RWRnUHJvNV9pbWcyMDI1MDIwNndhMDE2MF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJBTkdJRSBHT0giLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,1.0,3.0,566.0,RM 2/sqft,2.0,non bumi lot,condominium,0.0017667844522968198
Quinn Residence,"Jalan Wangsa Delima, 53300, Kuala Lumpur, Wangsa Maju, Kuala Lumpur",2.0,Quinn Residence,"Quinn Residence, Wangsa Maju, Kuala Lumpur","FOR RENT : QUINN RESIDENCE WANGSA MAJU
================================
DETAILS & FEATURES:
Type : Condominium
Built up : 850 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ3Nzk0MTM1XzVFZGdQcm81X3Bob3RvXzIwMjUwNTIxXzEwMjA1MV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,850.0,RM 3/sqft,1.0,,condominium,0.002352941176470588
Residensi 22,"Jalan Kiara 3, 51200, Kuala Lumpur, Mont Kiara, Kuala Lumpur",5.0,Residensi 22,"Residensi 22, Mont Kiara, Kuala Lumpur","Residensi 22 Condominium For Rent at Mont Kiara, Kuala Lumpur
Residensi 22 Mont Kiara
- 3061sf
- 4 bedrooms
- 1 maid room
- 5 bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTgzMl8xNzEwNjU3NTgxXzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI0MDMwMmF0MTAuNTAuNTZhbTFfMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlRPTSBJUCIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,5.0,5.0,3061.0,RM 3/sqft,3.0,non bumi lot,condominium,0.001633453119895459
Residensi Brickfields,"50470, Kuala Lumpur, Brickfields, Kuala Lumpur",2.0,Residensi Brickfields,"Residensi Brickfields, Brickfields, Kuala Lumpur","Rental: RM2,000
Property Details:
- Brand New Unit
- Built-Up: 800 sq ft
- 2 Bedroom Suite
- 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYwODZfMTc0NzgwMjA5OF81RWRnUHJvNV9fZHNjMzQ0Nl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,2.0,800.0,RM 2/sqft,1.0,non bumi lot,condominium,0.0025
Residensi Rampai,"Jalan 1/27, Taman Sri Rampai, 53300, Kuala Lumpur, Wangsa Maju, Kuala Lumpur",2.0,Residensi Rampai,"Residensi Rampai, Wangsa Maju, Kuala Lumpur","FOR RENT : Fully Furnished Residensi Rampai, Wangsa Maju
================================
DETAILS & FEATURES:
Type : Service Residence
Built up : 900 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ4Njc0MDc1XzVFZGdQcm81X3Bob3RvXzIwMjUwNTMxXzE0MzY0Ml8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,900.0,RM 2/sqft,2.0,,condominium,0.0022222222222222222
Residensi Zamrud (Zamrud Residensi),"43500, Selangor, Kajang, Selangor",2.0,Residensi Zamrud (Zamrud Residensi),"Residensi Zamrud (Zamrud Residensi), Kajang, Selangor","For Rent :
Residensi Zamrud Block D Kajang 2
Rental : RM1200.00 Nett
Details :
- 3 Bedroom & 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzMzNzE2NjM2XzVFZGdQcm81X2ltZ18yNDkxXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,1023.0,RM 1/sqft,2.0,,condominium,0.0019550342130987292
Savanna Executive Suites @ Southville City,"Off Lebuhraya Utara Selatan, Bangi, 43000, Selangor, Bangi, Selangor",2.0,Savanna Executive Suites @ Southville City,"Savanna Executive Suites @ Southville City, Bangi, Selangor","WTL
FULLY FURNISHED Apartment Savanna Executive Southville City Bangi
📌 Kemasukan 7 ogos 2024
========================...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzIxMTIwMzIxXzVFZGdQcm81X2ltZ18xODg2XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,1017.0,RM 1/sqft,2.0,,condominium,0.0019665683382497543
Savvy @ Riana Dutamas,"76, Jalan Segambut, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia, Segambut, Kuala Lumpur",2.0,Savvy @ Riana Dutamas,"Savvy @ Riana Dutamas, Segambut, Kuala Lumpur","FOR RENT : FULLY FURNISHED SAVVY@RIANA DUTAMAS KUALA LUMPUR
================================
DETAILS & FEATURES:
Type : Service Residence
Built up : 951 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ3MzI1NzY5XzVFZGdQcm81X3Bob3RvXzIwMjUwNTE2XzAwMTIyNl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,951.0,RM 2/sqft,2.0,,condominium,0.002103049421661409
Savvy @ Riana Dutamas,"76, Jalan Segambut, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia, Segambut, Kuala Lumpur",2.0,Savvy @ Riana Dutamas,"Savvy @ Riana Dutamas, Segambut, Kuala Lumpur","FOR RENT : FULLY FURNISHED SAVVY @RIANA DUTAMAS KUALA LUMPUR
================================
DETAILS & FEATURES:
Type : Service Residence
Built up : 951 sqft
3 Bedrooms | 2 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ3MzI2MTg1XzVFZGdQcm81X3Bob3RvXzIwMjUwNTE2XzAwMTkzNjJfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiTklaQU0gSEFaV0FOIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,951.0,RM 2/sqft,2.0,,condominium,0.002103049421661409
"Seksyen 6, Kota Damansara","Jalan Cecawi 6, Kota Damansara, Selangor",4.0,"Large Land Bungalow Jalan Cecawi, Kota Damansara","Seksyen 6, Kota Damansara, Kota Damansara, Selangor","FOR RENT : BUNGALOW JALAN CECAWI KOTA DAMANSARA
================================
DETAILS & FEATURES:
Type : Bungalow House
Land Area : 13,000 sqft
Built up : 6,000...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzM3ODgzODE3XzVFZGdQcm81X2ltZ18yMDI1MDEyNl8xNzI0NTdfMDY0XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,4.0,6.0,6000.0,RM 1/sqft,8.0,,bungalow / detached house,0.0006666666666666666
Selayang 18,"Persiaran 3, Baru Selayang, 68100, Selangor, Selayang, Selangor",2.0,Selayang 18,"Selayang 18, Selayang, Selangor","WTL ✅ Available
Selayang 18 Residence, Bandar Baru Selayang, Selangor
Property Details:
*Build-up Size : 1,017 Sqft
*3 Bedrooms, 2 Bathr...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzE5OTAwODAyXzVFZGdQcm81X2ltZ18xMTQ4XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,1017.0,RM 1/sqft,2.0,,condominium,0.0019665683382497543
Sentral Suites,"Jalan Tun Sambanthan, 50470, Kuala Lumpur, KL Sentral, Kuala Lumpur",2.0,Sentral Suites,"Sentral Suites, Kl Sentral, Kuala Lumpur","Sentral Suites @ KL Sentral
Serviced Resicence, KL
Tower 2
========================
Rental Rate RM 3,000/mth
===================...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzMzMTk1OTEzXzVFZGdQcm81X2ltZ18xODQ0XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik5JWkFNIEhBWldBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,2.0,826.0,RM 3/sqft,1.0,,condominium,0.002421307506053269
Serene Mont Kiara,"Jalan 22/70A, 50480, Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",6.0,"3 Storey Semi Detached Serene Mont Kiara, Kuala Lumpur","Serene Mont Kiara, Kuala Lumpur, Kuala Lumpur","FOR RENT : 3 STOREY SEMI DETACHED SERENE MONT KIARA, KUALA LUMPUR
================================
DETAILS & FEATURES:
Type : 3 Storey Semi Detached
Land Area : 6,664 sqft
Built up : 4,768...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC82MjYzMF8xNzQ2NDU4MTAyXzVFZGdQcm81X3Bob3RvXzIwMjUwNTA1XzIzMTA1Ml8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJOSVpBTSBIQVpXQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,6.0,6.0,4768.0,RM 4/sqft,2.0,,bungalow / detached house,0.0012583892617449664
Setia City Residences @ Setia City,"Jalan Setia Dagang AH U13/AH, 40170, Selangor, Setia Alam/Alam Nusantara, Selangor",2.0,Setia City Residences @ Setia City,"Setia City Residences @ Setia City, Setia Alam/Alam Nusantara, Selangor","Rental: RM3,400
Property Details:
- Built-Up: 1,045 sq ft with Balcony
- 3 Bedroom Suite
- 2 Bathrooms
- 2 Par...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYwODZfMTczMDcyNzUzMF81RWRnUHJvNV9fZHNjODQ2MV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,1045.0,RM 3/sqft,2.0,non bumi lot,condominium,0.0019138755980861245
Setia City Residences @ Setia City,"Jalan Setia Dagang AH U13/AH, 40170, Selangor, Setia Alam/Alam Nusantara, Selangor",2.0,Setia City Residences @ Setia City,"Setia City Residences @ Setia City, Setia Alam/Alam Nusantara, Selangor","Rental: RM2,800
Property Details:
- Built-Up: 985 sq ft with Balcony
- 2 Bedroom Suites, 1 Store Room
- 2 Bathrooms
- 2 Par...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYwODZfMTczMjYyNzkwOV81RWRnUHJvNV9fZHNjNjY3NV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,985.0,RM 2/sqft,2.0,non bumi lot,condominium,0.0020304568527918783
